-5.000000000000000278e-02,0.000000000000000000e+00
-4.261744966442953392e-02,0.000000000000000000e+00
-3.523489932885906506e-02,0.000000000000000000e+00
-2.785234899328858926e-02,0.000000000000000000e+00
-2.046979865771812040e-02,0.000000000000000000e+00
-1.308724832214765155e-02,0.000000000000000000e+00
-5.704697986577175750e-03,-1.385758104406891508e-03
1.677852348993293108e-03,-3.942164709723869342e-02
9.060402684563761966e-03,-1.159670260050171542e-01
1.644295302013423776e-02,-1.193496184425668766e-01
2.382550335570469968e-02,-1.174287037689196594e-01
3.120805369127517548e-02,-1.126554816631107209e-01
3.859060402684565128e-02,-1.088507210575667822e-01
4.597315436241611319e-02,-1.058298741670087306e-01
5.335570469798658899e-02,-1.022892636150956880e-01
6.073825503355705091e-02,-9.801905719005425677e-02
6.812080536912752671e-02,-9.400363167596260949e-02
7.550335570469800250e-02,-9.049293463093635581e-02
8.288590604026847830e-02,-8.822461552517743555e-02
9.026845637583892634e-02,-8.546702346837423137e-02
9.765100671140940214e-02,-8.248454967058738152e-02
1.050335570469798779e-01,-8.084690842919073361e-02
1.124161073825503537e-01,-7.814621298173510255e-02
1.197986577181208295e-01,-7.614648811106014548e-02
1.271812080536913192e-01,-7.358872781878258995e-02
1.345637583892617672e-01,-7.174659821448922670e-02
1.419463087248322153e-01,-7.042896278313624803e-02
1.493288590604027188e-01,-6.835345251559750424e-02
1.567114093959731669e-01,-6.628332221051412565e-02
1.640939597315436704e-01,-6.462839500278400040e-02
1.714765100671141185e-01,-6.273638271143897049e-02
1.788590604026845665e-01,-6.088042222762648364e-02
1.862416107382550701e-01,-5.951187834741923643e-02
1.936241610738255181e-01,-5.789981244621248552e-02
2.010067114093960217e-01,-5.660097387964316967e-02
2.083892617449664697e-01,-5.580189255985709001e-02
2.157718120805369733e-01,-5.448935772191178945e-02
2.231543624161074213e-01,-5.391471853716205132e-02
2.305369127516778693e-01,-5.374227907759353967e-02
2.379194630872483729e-01,-5.333542837858287755e-02
2.453020134228188209e-01,-5.199460548220292272e-02
2.526845637583893245e-01,-4.947041114627534486e-02
2.600671140939597725e-01,-4.745332499511423219e-02
2.674496644295302206e-01,-4.575547032934888098e-02
2.748322147651007241e-01,-4.350974678330855883e-02
2.822147651006711722e-01,-4.102857438421745467e-02
2.895973154362416757e-01,-3.906175945490662077e-02
2.969798657718121238e-01,-3.746338590174681793e-02
3.043624161073826273e-01,-3.522756138664095288e-02
3.117449664429530753e-01,-3.429856472187397393e-02
3.191275167785235234e-01,-3.319569359398380493e-02
3.265100671140940269e-01,-3.088931559506881766e-02
3.338926174496644750e-01,-2.912753006015217014e-02
3.412751677852349785e-01,-2.713608408145433415e-02
3.486577181208054266e-01,-2.622824422242371264e-02
3.560402684563758746e-01,-2.568351073342904980e-02
3.634228187919463782e-01,-2.373462287714161317e-02
3.708053691275168262e-01,-2.137959725118233900e-02
3.781879194630873298e-01,-1.921596991042154659e-02
3.855704697986577778e-01,-1.783098026783512882e-02
3.929530201342282258e-01,-1.717521933579115381e-02
4.003355704697987294e-01,-1.620204103837925499e-02
4.077181208053691774e-01,-1.455136837212738996e-02
4.151006711409396810e-01,-1.215958550968891314e-02
4.224832214765101290e-01,-1.083347888456329469e-02
4.298657718120805771e-01,-8.714078311613611752e-03
4.372483221476510806e-01,-5.988949962170897132e-03
4.446308724832215287e-01,-5.130062690817257035e-03
4.520134228187920322e-01,-4.465451354764736307e-03
4.593959731543624803e-01,-3.823709068559510288e-03
4.667785234899329283e-01,-3.794200414117811400e-03
4.741610738255033763e-01,-2.496854134535652324e-03
4.815436241610739354e-01,-1.370759129670244200e-03
4.889261744966443834e-01,-5.428809214436689044e-04
4.963087248322148315e-01,1.681535464193428331e-03
5.036912751677852240e-01,2.090528078607937785e-03
5.110738255033556721e-01,2.295517349595375175e-03
5.184563758389262311e-01,3.218838166291270158e-03
5.258389261744966792e-01,4.328642465044578967e-03
5.332214765100671272e-01,4.126593987499836691e-03
5.406040268456375752e-01,4.220656972672082348e-03
5.479865771812080233e-01,5.637116203887668209e-03
5.553691275167785824e-01,7.152935684452862465e-03
5.627516778523490304e-01,8.653865720873286579e-03
5.701342281879194784e-01,9.997165744679757660e-03
5.775167785234899265e-01,9.758678341394416006e-03
5.848993288590603745e-01,1.069417461363718000e-02
5.922818791946309336e-01,1.114004514653768770e-02
5.996644295302013816e-01,1.112285823150573234e-02
6.070469798657718297e-01,1.124295394214811124e-02
6.144295302013422777e-01,1.157716594034330013e-02
6.218120805369127257e-01,1.195809400908416642e-02
6.291946308724832848e-01,1.253333893114130099e-02
6.365771812080537329e-01,1.364500627709356456e-02
6.439597315436241809e-01,1.258516526225993137e-02
6.513422818791946289e-01,1.222459196351805173e-02
6.587248322147651880e-01,1.329932448747666446e-02
6.661073825503356360e-01,1.516331221505815008e-02
6.734899328859060841e-01,1.865524350925201399e-02
6.808724832214765321e-01,2.099108593394789432e-02
6.882550335570469802e-01,2.343334908996367108e-02
6.956375838926175392e-01,2.607642325525597049e-02
7.030201342281879873e-01,2.754037209817293552e-02
7.104026845637584353e-01,2.967039319060220739e-02
7.177852348993288834e-01,3.029801073269128286e-02
7.251677852348993314e-01,3.123710578014020356e-02
7.325503355704698905e-01,3.323177440215596690e-02
7.399328859060403385e-01,3.585651385803576702e-02
7.473154362416107865e-01,3.833013504272821115e-02
7.546979865771812346e-01,4.157658429649288556e-02
7.620805369127516826e-01,4.397759459672292287e-02
7.694630872483222417e-01,4.560766170205481085e-02
7.768456375838926897e-01,4.734126502996411495e-02
7.842281879194631378e-01,5.079817900367168682e-02
